Hybridization REF,TCGA-2F-A9KO,TCGA-2F-A9KP,TCGA-2F-A9KQ,TCGA-2F-A9KR,TCGA-2F-A9KT,TCGA-2F-A9KW,TCGA-4Z-AA7M,TCGA-4Z-AA7N,TCGA-4Z-AA7O,TCGA-4Z-AA7Q,TCGA-4Z-AA7R,TCGA-4Z-AA7S,TCGA-4Z-AA7W,TCGA-4Z-AA7Y,TCGA-4Z-AA80,TCGA-4Z-AA81,TCGA-4Z-AA82,TCGA-4Z-AA83,TCGA-4Z-AA84,TCGA-4Z-AA86
PDK1|5163,386.5889,518.9347,636.9958,966.3476,507.6314,638.2867,355.1198,374.0424,575.8936,194.0397,792.6124,867.1618,186.7934,1742.0835,716.2228,325.6198,450.8841,634.9835,391.7177,348.5102
PDK2|5164,433.2362,539.742,955.4937,1510.5414,728.095,641.952,521.7865,492.1136,617.7889,980.1325,606.1415,660.7819,924.7911,340.0642,800.4843,420.3857,599.2141,538.6139,470.3737,413.4583
PDK3|5165,202.3324,135.6638,340.2874,140.0848,177.5014,150.2775,81.1547,166.7418,152.951,715.2318,367.1562,638.8168,260.1999,597.9807,491.0412,138.843,235.7564,196.6997,135.9552,72.6481
PDK4|5166,1580.758,767.3741,832.1743,153.8558,32.2216,383.8098,438.4532,904.9121,560.5985,407.2848,787.717,271.8175,38.6695,223.497,1176.2712,886.5014,56.4833,48.8449,1052.7412,123.2005
PDLIM1|9124,6888.6297,3975.4474,5967.5475,4124.666,3123.2335,3232.2756,3219.4989,4938.2605,7371.5711,2286.755,1335.1135,5499.9565,3673.6031,5680.5874,3376.2712,4203.3058,9833.0059,8699.67,7579.1119,7108.1353
PDLIM2|64236,225.0729,155.6388,472.879,279.6947,310.9101,213.1113,344.7712,876.0703,313.882,155.6291,169.1144,113.0285,616.7459,251.4915,48.4262,220.3857,292.7308,288.4488,445.8914,487.7804
PDLIM3|27295,740.5248,134.8315,262.4015,292.9909,167.3262,215.7294,233.1155,1641.2799,178.8861,261.5894,316.4219,80.9961,424.0537,38.0909,15.0121,47.3829,670.4322,405.9406,143.2478,1712.7553
PDLIM4|8572,272.8863,34.5402,550.3013,433.0757,559.0729,84.302,227.1242,451.5548,472.818,52.3179,66.7557,20.5922,764.2143,6.8839,24.2131,208.8154,206.778,52.8053,47.9229,185.8052
PDLIM5|10611,2127.1137,1114.0241,2177.0978,1350.0375,1989.8248,1718.5046,1036.4924,1376.2956,3115.5445,849.6689,983.9786,1225.9242,728.1665,1509.408,535.5932,2280.9917,1952.8487,1043.5644,3598.9061,1865.4168
PDLIM7|9260,806.9971,320.4328,1146.4998,863.777,1494.0644,722.5888,650.8715,1226.6787,551.2884,657.6159,1234.5349,645.6809,2023.2672,895.3648,540.4358,1618.7328,2181.2377,1749.835,591.7437,2704.0509
PDP1|54704,620.9913,251.7686,433.936,515.702,554.5506,456.0687,1600.7625,844.5246,400.9975,427.1523,765.4651,318.4932,274.619,454.7958,818.4019,448.4848,1132.1218,704.9505,2379.4765,1255.775
PDP2|57546,302.6239,209.7378,165.5076,181.3979,88.7507,264.4256,84.9673,65.7954,97.7556,49.6689,114.3747,108.4524,13.7637,185.4061,302.1792,47.9339,152.2593,110.8911,43.7557,57.5829
PDPK1|5170,726.6239,898.0441,875.7904,1559.8085,1389.8926,913.0433,1168.6765,1244.7048,792.7648,667.2649,787.0806,1035.0617,241.1929,991.7577,751.5012,741.5978,1499.4892,985.4785,723.5317,790.0603
PDPN|10630,487.4636,238.8681,203.5234,265.4488,487.2809,153.9428,160.6754,962.5958,156.276,193.3775,347.1295,174.8052,375.553,116.1083,67.3123,98.6226,515.7171,386.1386,215.6531,1623.0331
PDPR|55066,593.2653,708.9471,352.4061,705.0016,585.4946,1584.2182,877.3856,798.5309,255.0756,304.1921,222.7459,278.8234,90.0606,195.9385,242.7506,59.0248,1639.0766,298.6997,226.8368,967.084
PDRG1|81572,1113.1195,895.5472,467.3157,610.6747,551.7241,490.1037,1004.3573,541.6854,372.4023,597.351,578.9942,762.8278,1107.652,316.659,559.322,729.4766,479.3713,636.3036,478.7082,642.4506
PDS5A|23244,2579.5918,3168.1232,2806.6759,3803.1832,3361.7863,2741.1247,2404.1394,2603.8756,2761.7623,2170.8609,2800.178,2924.097,1152.8756,2773.2905,2420.8232,2254.5455,3077.112,2108.2508,1903.3728,3317.7101
PDS5B|23047,1210.4956,585.9342,471.9518,902.7159,660.8253,1150.3822,604.0305,941.8657,625.7689,475.4967,643.5247,575.2097,365.0664,521.799,477.9661,1021.4876,924.8527,479.868,880.323,643.455
PDSS1|23590,143.93,182.1307,86.6157,49.7277,116.0147,156.4666,239.7222,45.0653,119.2951,110.6755,353.7205,128.2072,112.8035,118.8619,207.8208,175.9008,78.0108,80.8383,235.0775,126.7995
PDSS2|57107,239.6501,722.4303,235.0487,216.5378,204.6354,363.9125,283.2244,323.5692,339.8171,156.9536,1509.1233,447.0803,114.6977,430.9316,616.4649,185.6749,161.5914,237.6238,306.2899,220.9575
PDX1|3651,39.0671,60.3412,10.1994,64.5815,5.0876,117.8134,3.268,1.8026,0,0,0.8901,8.6945,1.3108,0,1.937,0,0.4912,0.6601,1.5627,0.3348
PDXDC1|23042,2528.2799,4326.2588,4228.5582,4314.6114,2886.9418,3571.5782,4126.9063,2294.7274,2783.0424,2039.7351,3339.5639,3729.4821,1606.4231,2363.9284,3385.9564,4163.0854,3497.5442,2172.9373,3172.2881,1792.0991
PDXDC2|283970,365.5977,462.7549,707.9277,1455.9321,725.2685,441.4075,330.61,424.5155,460.1829,367.5497,623.498,588.0226,109.4544,180.8169,94.431,147.1074,417.9764,413.8614,130.7462,143.6224
PDXK|8566,2719.5335,2005.8261,5452.9439,8333.8577,6231.2041,4476.385,4253.8126,2911.2213,3425.4364,5032.4503,2138.4068,4550.8834,10153.6949,5976.5948,2107.0218,6030.303,1730.8448,5202.6403,2729.5221,4379.3103
PDXP|57026,59.8542,225.8427,124.752,151.8092,297.4731,274.9293,143.6057,203.3799,89.8088,114.2848,435.9279,235.7948,163.8538,78.3112,198.5666,217.6309,243.9637,109.0165,565.6987,210.8202
PDYN|5173,0,0,0,0,0.5653,0.5236,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3348
PDZD11|51248,835.5685,577.6113,590.6351,874.6989,686.2634,594.3031,517.9739,335.2862,833.2502,907.2848,1193.1464,1139.4369,929.379,957.7788,753.5109,997.2452,637.0334,1069.3069,893.3455,913.9605
PDZD2|23037,195.3353,26.2172,121.465,263.5493,46.3539,85.3493,88.2353,90.1307,66.5004,170.1987,35.158,104.7916,152.7118,159.7063,47.4576,6.6116,73.6739,110.8911,22.3987,572.146
PDZD3|79849,0.5831,210.9863,18.5443,0.4749,6.7835,40.3184,8.1699,4.5065,0,0,8.9008,3.2032,0.6554,4.5893,52.7845,5.5096,0,10.5611,3.6463,0
PDZD4|57595,38.484,7.4906,7.8813,200.3925,10.7405,6.807,10.8932,90.1307,7.98,29.1391,6.6756,14.1858,15.73,2.2946,2.4213,7.7135,23.5756,9.901,7.8135,57.9176
PDZD7|79955,5.2478,3.7453,62.5869,6.6481,48.0497,5.7598,16.8845,11.717,7.315,8.6093,27.5923,10.0673,15.73,18.357,27.6029,44.0771,12.279,66.6667,47.9229,5.0218
PDZD8|118987,327.1137,555.9717,492.8141,249.3034,266.8174,522.0442,423.7473,304.6417,280.6318,142.3841,331.1081,189.9061,49.8116,243.2308,368.523,256.7493,440.0786,215.1815,294.3092,247.0706
PDZD9|255762,1.1662,0.8323,0.4636,0,1.1306,1.0472,0,0.9013,1.33,1.3245,0.445,0.4576,0,0,0,0.551,0,0.6601,0,0
PDZK1IP1|10158,60.6414,6.6583,6.0269,550.367,79.1408,113.1008,60.4575,110.8607,266.6667,1337.0861,32.4878,2.288,9721.7762,24.782,52.3002,582.3691,240.668,1409.2409,673.5252,1959.1563
PDZK1P1|728939,5.2478,9.1552,11.5902,6.6481,9.6099,5.2362,7.0806,4.5065,1.995,11.9205,3.1153,3.2032,3.9325,0.4589,0,2.7548,2.4558,13.2013,39.5885,8.7044
PDZK1|5174,8.1633,6.6583,2.318,4.7486,27.134,25.1335,4.902,5.4078,2.66,5.298,2.2252,3.2032,2.6217,1.8357,3.8741,28.6501,11.7878,9.2409,553.7179,48.8785
PDZRN3|23024,292.7114,18.7266,41.7246,120.1405,81.4019,33.5114,94.2266,449.7521,61.1804,125.1656,59.19,41.1845,51.1224,49.564,14.0436,14.3251,164.5383,71.2871,40.1094,467.3586
PDZRN4|29951,20.9913,1.6646,0,7.123,0,1.5708,0,36.9536,2.66,14.5695,1.7802,2.288,1.9662,2.2946,11.6223,0.551,6.3851,0,0,6.3609
PEA15|8682,4714.8571,3947.9775,3608.7158,2650.1667,3774.4375,4866.9965,8286.4869,4246.9401,4031.2286,6648.9934,12256.769,2504.0155,13226.931,2939.4172,3185.937,5089.8017,5917.9617,4450.8119,3970.3086,12704.687
PEAR1|375033,104.3732,73.2418,185.4427,281.5942,332.9565,242.9574,77.342,185.6692,107.7307,119.2053,92.1228,87.8602,8.5204,131.7118,22.276,98.0716,73.1827,381.5182,86.4696,163.3746
PEBP1|5037,7664.723,18231.7936,25299.49,7669.0485,5867.1566,19949.733,15277.7778,6463.2717,7263.8404,5666.2252,10757.0093,14914.7253,5699.4921,6108.7655,18087.1671,5205.5096,6668.4676,3290.429,6048.1834,4679.6117
PEBP4|157310,0,0,2.318,0,0.5653,0,0,1.8026,1.995,1.3245,0,1.8304,0.6554,0,0,0,0,0.6601,0.5209,0.3348
PECAM1|5175,471.7201,443.196,533.6115,1472.0774,317.6936,1928.4742,335.512,1588.1027,627.0989,1619.2053,520.6943,363.7961,1316.0741,659.9358,192.2518,269.9725,426.3261,836.9637,421.9299,818.2123
PECI|10455,379.0029,537.6446,391.2796,341.4222,214.8106,291.13,940.0599,755.2862,289.9418,641.053,600.7966,156.0388,1213.8096,687.9211,707.0218,208.2645,407.1709,372.2772,268.7798,843.311
PECR|55825,85.1662,57.0703,44.9699,54.6378,48.0497,378.5737,170.5447,119.1798,83.1255,204.6358,267.4677,42.0997,119.2856,14.2267,63.4383,336.6391,131.6405,5.2937,182.3154,140.5122
PEF1|553115,1588.9213,1185.6013,1617.5243,1831.0744,1305.2572,2356.2677,1424.2919,1487.1564,1644.5553,2105.298,1562.9729,1327.055,2124.2012,1590.6379,1412.1065,987.3278,1668.4676,1474.5875,844.3808,864.4125
PEG10|23089,584.8397,13.3167,30.5981,29.4415,102.3177,38477.3275,2762.5272,363.2267,5056.0266,126.4901,1951.9359,5.4913,9.8312,46.3515,35.3511,7.7135,42.2397,49.505,153.6658,357.5494
PEG3AS|100169890,0,0,0,0,0.4522,0,0.3377,0,0,0,0,0,0,0.3442,0.1792,0,0,0.4026,0,0
PEG3|5178,150.9738,1773.067,12.0538,10.9219,15.9412,57.074,7.1024,99.1438,8.6451,17.2185,20.4717,13.2705,1.9662,2.8683,11.4431,1.1019,24.558,9.4983,129.7044,28.1219
PELI1|57162,999.4169,1799.0012,1085.7673,657.2113,920.294,625.1964,710.7843,1675.5295,942.3109,547.6821,538.0507,609.5301,149.4347,1707.6641,539.9516,1253.9945,709.2338,860.066,454.2258,501.1717
PELI2|57161,377.8426,22.0558,28.28,102.5706,24.8728,85.3493,18.5185,329.8783,22.6101,213.245,21.8069,13.2705,10.4866,28.4534,3.8741,2.7548,140.4715,42.9043,24.4824,89.3873
PELI3|246330,173.7609,263.8369,463.1433,191.3701,516.6761,305.7912,209.695,191.0771,211.4713,508.6093,177.1251,287.376,608.2255,161.0831,200.4843,180.7163,357.5639,221.7822,161.4794,408.1018
PELO|53918,368.2566,410.2164,515.0672,523.7509,248.338,848.403,364.3791,356.3046,315.212,527.1523,289.6529,576.5825,747.8027,562.1845,714.7554,506.3361,784.5236,466.5413,703.2166,425.2126
PELP1|27043,2476.9679,2523.5123,1617.5243,974.4203,1200.1131,4059.0638,1312.6362,1260.9283,1744.9709,2477.4834,2704.9399,1603.4485,2114.37,1316.2001,1613.0751,1838.0165,1782.9077,1970.297,2503.451,2572.146
PEMT|10400,218.0758,633.3749,708.8549,221.2865,169.5873,359.1999,308.2789,139.7026,448.2128,295.3642,933.2443,326.7301,445.027,379.9908,112.3487,573.0028,237.2299,715.5116,427.6599,488.7847
PENK|5179,2.3324,0.8323,0.4636,0,0.5653,0.5236,0,3.6052,0,0,0,0.4576,0.6554,0,0,0,0,0.6601,1.5627,1.6739
PEPD|5184,850.1458,1265.0853,1668.0575,1235.1204,1088.7507,1034.6633,993.4641,1772.8707,1219.6176,1408.6093,1218.5136,1434.5922,1927.5766,1548.8756,5016.4649,1319.5592,979.3713,1462.7063,1578.3305,1132.5745
PER1|5187,1487.4636,380.774,238.7575,1630.207,309.2142,978.6365,311.5468,4219.9189,1218.2876,1097.351,503.7828,383.0155,2601.999,1026.6177,429.54,225.3444,937.6228,1262.0462,445.8914,413.1235
PER2|8864,233.2362,141.4898,183.5883,892.2689,197.2866,380.6681,95.3159,1133.8441,360.4323,338.4106,109.4793,214.6168,311.9777,209.7292,116.707,347.1074,538.3104,624.4224,67.1962,138.9354
PER3|8863,404.0816,121.5148,209.592,752.1841,130.017,280.134,647.6035,473.1861,342.6168,360.9272,260.3471,95.6395,191.3813,167.967,67.3123,100.6997,1005.3831,267.9868,101.5757,105.1222
PER4|168741,0,0,0,0.4749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PERP|64065,11012.2449,12121.9309,7942.0491,16571.7929,25746.1843,3025.4477,37480.9368,6018.0261,25385.8687,19487.4172,3911.8825,16553.4094,10548.9104,10323.084,11210.1695,23331.1295,22838.4086,9434.3234,31492.1214,16325.7449
PES1|23481,1791.2536,2252.6009,1242.4664,2200.9932,1784.0588,2320.6618,1121.4597,1427.6701,1272.153,2026.4901,1922.5634,2428.053,3229.2315,1366.682,10048.9104,1499.1736,3340.8644,1738.6139,3228.5454,2351.8581
PET112L|5188,250.7289,390.7615,520.1669,524.7244,250.424,300.555,345.3159,215.4123,521.3633,213.9073,366.7112,575.2097,409.6346,651.6751,221.3075,304.1322,173.8703,405.2805,334.4185,288.5839
PEX10|5192,313.7026,759.9084,483.6671,632.6134,341.1249,263.4045,665.5229,258.1073,676.7282,455.0728,370.4895,737.6321,482.5037,447.4851,474.7215,415.7355,403.3104,508.9967,1104.149,323.4081
PEX11A|8800,1247.8134,100.2913,126.5647,170.4761,90.4466,90.0618,114.3791,71.2032,100.4156,113.245,300.4005,155.1282,49.8116,163.8366,167.5545,73.8292,14.2436,101.6502,123.4536,88.383
PEX11B|8799,904.9563,602.164,601.2981,882.7716,414.9237,435.1241,1194.4444,404.6868,383.0424,475.4967,236.7601,720.2705,574.7993,564.4791,442.615,517.3554,501.9646,661.3861,888.1365,530.9675
PEX11G|92960,51.895,89.8876,63.5141,113.4924,73.4878,52.3615,74.6187,25.2366,36.5752,57.6159,83.2221,76.4201,132.3939,73.8871,76.0291,47.9339,71.7092,81.1881,95.8458,24.4392
PEX12|5193,170.2624,248.0233,138.1548,211.7892,106.84,146.6122,425.9259,117.1699,148.2959,105.298,113.4846,103.4188,37.3587,75.2639,219.8547,184.022,89.8821,137.9538,171.3765,200.2009
PEX13|5194,3430.3207,1171.8685,2189.1516,2905.216,2284.3414,1380.2492,1252.1786,921.1356,1166.4173,2415.2318,1560.3026,1350.8505,500.0819,1788.4351,2199.0315,992.2865,1268.1729,780.8581,1033.4679,1056.2437
PEX14|5195,496.2099,935.0811,571.6273,785.4245,704.918,446.12,599.6732,706.6246,663.6741,646.3576,587.895,1024.578,559.0693,632.4002,613.0751,480.9917,595.2849,767.6568,549.0298,361.9016
PEX16|9409,385.4227,537.2451,576.7269,318.6335,651.7807,817.8867,684.6405,417.3051,245.3865,608.6093,777.4811,263.5806,1284.6141,476.3653,365.6174,581.8182,479.8625,870.6271,802.7087,472.7151
PEX19|5824,2064.1399,2183.5372,3139.0821,1911.559,1255.5116,1133.6213,2694.1285,1264.1821,2649.3766,2492.7152,4839.3413,1828.5903,2260.9995,2344.1946,7276.5133,2103.5813,1539.7839,1281.8482,1872.6397,3865.0619
PEX1|5189,541.1079,771.1194,585.9991,440.1986,435.8395,416.274,851.8519,318.1613,363.7573,811.2583,556.2973,932.5993,228.74,405.2318,625.1816,487.0523,354.1257,323.4323,597.4736,276.8664
PEX26|55670,406.9504,320.5368,317.1164,530.1521,404.4828,406.629,346.6068,335.3583,282.261,209.9338,528.9186,572.1071,156.6443,327.3245,520.184,250.4738,522.6375,218.8053,434.7649,402.0757
PEX2|5828,957.4344,699.1261,820.5841,1353.8364,589.0334,504.2413,1743.4641,1035.6016,919.7007,733.1126,1429.0165,856.1793,416.1888,921.0647,1040.678,716.2534,418.9587,747.8548,1035.0306,790.76
PEX3|8504,199.4169,396.1715,286.0454,181.8728,274.7315,332.4955,400.8715,217.215,301.9119,288.7417,220.2937,315.7476,117.3194,428.637,479.9031,158.1267,448.9194,124.0924,376.6115,221.6271
PEX5L|51555,1.1662,0,0.9272,0.4749,0,0.5236,0,0,0,3.9735,4.0053,0,0.6554,0,0,0,0.9823,0,0,3.0131
PEX5|5830,1365.5977,935.4973,731.5716,993.8897,1032.7869,490.6273,1020.1525,832.8076,636.409,1171.5232,741.433,763.2854,629.1988,669.1143,812.5908,1606.0606,725.442,766.3366,1021.4872,1133.5788
PEX6|5190,451.895,996.6708,1134.446,2064.7073,641.6054,499.5287,1616.0131,700.3155,1575.3948,452.9801,898.5314,1130.2848,705.8824,1003.6714,866.8281,677.686,681.7289,633.0033,1773.6684,846.6689
PEX7|5191,132.3615,357.886,95.0394,91.6487,124.364,197.4029,219.4989,103.6503,243.3915,130.4636,264.7975,336.3398,51.1224,260.2111,252.3002,114.6006,57.9568,135.3135,259.4088,69.6351
PF4V1|5197,0,0,0.9272,0,0,1.0472,0,0,1.995,1.9868,4.8954,0.4576,0.6554,2.2946,0,0.551,0.4912,0,2.6045,27.7871
PF4|5196,0.5831,0,0,0,0.5653,1.5708,0,0,0,0,0.445,0,0,0,0,0,0,0,2.0836,1.3391
PFAS|5198,802.3324,2069.0803,420.955,267.8231,338.0441,1278.6679,592.0479,464.1731,587.1987,301.3245,900.7566,507.4841,199.9017,480.9546,479.4189,300.2755,384.5776,506.9307,339.1067,835.9558
PFDN1|5201,682.7988,582.1889,1103.3843,1168.6395,672.6964,2064.6141,1008.1699,741.7756,642.394,878.1457,1063.1954,1214.0265,972.6364,1108.3066,1496.8523,1331.6804,1229.3713,1050.165,1389.2434,901.5735
PFDN2|5202,2146.3557,3167.2909,1098.2847,1412.2446,2858.1119,2680.3854,2214.0523,916.6291,1758.271,2452.3179,5040.4984,892.3301,5943.962,1121.6154,3706.0533,1699.1736,1452.8487,1597.3597,4471.4155,3837.6297
PFDN4|5203,1181.9242,756.9705,431.1544,501.4561,1410.4014,1161.3782,691.7211,389.3646,432.2527,503.3113,470.405,487.3495,586.5968,461.6797,774.3341,469.4215,372.7898,738.6139,526.6311,350.5189
PFDN5|5204,4855.3936,4223.8868,4291.1451,4656.5133,4676.0882,3821.3425,3134.5316,4735.4664,4887.1155,5114.5695,3524.2546,4787.9229,7223.3328,3712.7123,3565.1332,3201.1019,2166.5029,5565.0165,3473.8898,2786.7426
PFDN6|10471,738.7755,694.1323,924.8957,748.3852,876.7665,907.4249,1261.9826,455.16,914.3807,1345.6954,707.1651,756.4213,2742.9133,576.4112,1016.4649,1164.1873,472.9862,838.9439,852.7152,967.8607
PFKFB1|5207,1.1662,7.9068,2.7816,8.0727,15.2629,4.7125,0,2.7039,1.995,5.298,19.5817,5.0337,4.5879,4.5893,6.2954,2.7548,1.4735,4.6205,4.1672,3.0131
PFKFB2|5208,366.1924,422.3887,319.4251,616.3731,534.2001,261.8075,507.0806,374.9437,311.8869,484.7682,409.8798,167.035,274.619,476.3653,903.1622,299.7245,487.2299,495.7096,291.7046,509.8761
PFKFB3|5209,2003.4985,408.6558,1619.3788,1769.817,1179.1973,691.6955,528.8671,5381.7035,1147.1322,627.1523,1464.1745,8506.4225,975.2581,8013.3089,367.5545,288.1543,3112.9666,4457.4257,925.1205,1980.5825
PFKFB4|5210,123.0321,489.8044,554.9374,1186.6843,673.827,567.0751,1014.1612,87.4268,399.6675,242.3841,479.7508,1272.1424,248.4024,1506.1955,624.6973,200,211.6896,1092.4092,233.3637,683.2943
PFKL|5211,3677.551,5600.0832,10840.5192,5892.1086,3908.4228,5482.7731,5211.329,4119.8738,6680.6318,3249.0066,6767.6903,7167.4698,6950.0246,7713.6301,3009.201,6780.7163,3280.4519,7485.1485,5913.7909,2850.0167
PFKM|5213,1050.1458,814.3987,503.9407,1301.6014,695.3081,1139.9099,1079.5207,645.3357,344.4722,1311.2583,1646.64,657.1759,146.813,1667.7375,1475.5448,319.0083,1674.8527,313.5314,1124.6256,574.4895
PFKP|5214,3706.7055,1973.3666,2946.6852,1314.8975,2502.5438,7556.2886,2822.4401,1365.4799,1509.5594,929.8013,6817.9795,2845.8465,5393.4131,6146.3974,2054.2373,4704.6832,3897.8389,4882.5083,5192.8637,5732.5075
PFN1|5216,15816.3265,15641.2817,13221.6041,8127.7668,9169.5873,34940.3079,8918.3007,13798.1073,18656.6916,14148.3444,20903.4268,10541.3927,28521.0552,16807.251,9159.8063,26670.5234,11896.8566,21192.7393,20336.5021,24797.4556
PFN2|5217,3118.3673,3352.0599,3808.0668,4322.6841,3063.3126,418.892,4563.1808,1738.621,4486.118,2817.8808,5379.1722,912.4647,3454.039,6346.0303,11425.6659,718.4573,731.336,3270.6271,1085.558,2023.1001
PFN3|345456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PFN4|375189,3.4985,3.3292,9.7357,7.123,2.2612,7.3306,27.7778,1.8026,6.65,53.6424,15.5763,2.7456,59.6428,2.7536,12.1065,1.6529,3.9293,0,17.1897,7.0305
PGA3|643834,0,0,0,1.8995,0,0,0,0,0,0,0,0,0,0.4589,0,1.1019,160.609,4.6205,0.5209,3.6826
PGA4|643847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2967,0,0,1.3391
PGA5|5222,0,0,0,0,0,0.5236,0,0,0,0,0,0,0.6554,0.4589,0,0,25.5403,0,0,0.3348
PGAM1|5223,2705.5394,4359.9667,10173.389,3456.5328,4832.1085,4906.7965,2152.5054,3059.9369,4361.0973,4684.106,2927.0138,11794.7732,9793.2165,22074.346,5789.8305,5210.4683,7323.1827,8289.769,2992.5772,10357.5494
PGAM2|5224,20.4082,4.9938,14.8354,131.5372,11.8711,4.7125,26.6885,47.7693,14.6301,81.457,45.3939,11.4401,5.8987,14.6856,3.8741,40.2204,6.8762,34.3234,56.2573,26.4479
PGAM4|441531,57.1429,72.8256,179.8795,43.6875,46.3539,69.1172,26.1438,41.4601,48.5453,46.3576,29.3725,149.6369,53.0886,369.4355,73.1235,60.0551,112.9666,85.1485,40.1094,193.5052
PGAM5|192111,915.5802,1216.6459,1093.2499,528.4758,366.1221,995.099,763.9815,364.2452,572.276,1259.2914,740.9435,645.896,928.599,682.0009,954.4019,600.4353,1075.0639,491.4983,832.4469,394.5999
PGAP1|80055,538.1924,1326.2588,520.6305,929.7831,1506.5008,250.8116,1124.7277,601.1717,1711.7207,339.0728,125.5007,642.9353,94.3798,965.1216,364.6489,179.6143,269.6464,401.9802,489.1262,170.0703
PGAP2|27315,371.4286,796.5044,568.382,359.4718,273.6009,919.468,674.2919,427.2195,335.8271,859.6026,688.9186,628.7495,363.7555,574.1166,598.5472,884.8485,692.5344,783.4983,471.4155,490.4587
PGAP3|93210,804.0816,1458.1773,1036.1613,1201.4051,1009.6099,591.685,1038.671,846.3272,1092.6018,838.4106,712.5056,877.2291,878.912,677.8339,744.7942,655.0964,382.613,1267.9868,1148.5871,1035.4871
PGBD1|84547,51.312,44.5277,29.2072,85.9503,44.0927,58.1213,83.878,63.9928,61.8454,23.8411,81.887,16.9314,67.5078,12.8499,553.0266,98.6226,77.112,52.1452,26.566,310.01
PGBD2|267002,376.6764,345.8177,279.5549,225.5603,162.8038,159.7026,267.4292,141.5052,171.5711,335.0993,226.5243,266.7838,47.8453,173.0151,153.9952,93.6639,172.3969,205.2805,288.5792,138.9354
PGBD3|267004,71.1837,100.7033,72.5823,66.6044,134.7202,63.0433,47.1296,84.1911,92.8944,92.0927,55.1357,153.4442,102.6905,47.7191,93.1913,125.7576,86.3556,110.8053,113.5669,82.4272
PGBD4|161779,65.3061,26.2172,18.0807,47.0115,26.5687,41.8892,23.9651,30.6444,18.6201,23.8411,20.9168,15.5586,10.4866,17.8981,23.2446,17.0799,23.0845,21.1221,19.7942,14.7305
PGBD5|79605,12.2449,11.6521,31.9889,100.1962,2148.1063,73.8297,70.2614,53.1771,5.985,385.4305,44.0587,86.4874,5.8987,15.1446,4.3584,57.3003,19.6464,100.33,14.5852,49.548
PGCP|10404,685.7143,103.2043,445.9898,300.5887,286.0373,179.0763,216.2309,659.7566,389.0274,221.1921,722.2964,79.6233,161.8876,860.0275,230.5085,15.427,326.6208,710.231,80.7397,340.1406
PGC|5225,36.7347,0.4161,0.4636,0,0,57.5977,0,0,5.32,0,0.8901,0.4576,1.3108,0,0,11.5702,0,1.9802,241.1772,0
PGD|5226,3444.3149,6936.3296,2663.885,8877.5766,3762.5777,2809.7183,4197.1678,2381.2528,2676.6417,6321.1921,4429.0165,7245.2626,1453.7113,6235.4291,3085.23,2430.854,2670.4322,1710.8911,2256.0229,2057.9176
PGF|5228,179.0087,104.0366,2092.2578,263.5493,992.6512,6835.2707,191.1765,310.0496,349.7922,320.5298,160.6587,2676.075,136.9818,2000.4589,92.9782,14.876,234.7741,1870.6271,198.9842,221.2923
PGGT1B|5229,372.0117,333.3333,455.2619,604.0266,240.814,234.0559,576.2527,370.4371,244.7215,310.596,375.6119,352.356,198.5909,595.2272,664.4068,165.2893,346.2672,309.571,504.2323,273.5186
PGK1|5230,11718.9504,8105.2851,12351.414,9258.4173,6915.2063,6536.8101,9249.4553,4804.8671,7150.7897,9392.053,13147.7526,32561.3534,12917.5815,35269.3896,6552.5424,8706.3361,21984.7741,14141.2541,8849.0689,16545.0285
PGK2|5232,0,0,0.4636,0,0.5653,0,0,0,0,7.947,1.3351,0.9152,0,1.3768,0,0,0,0,1.5627,0
PGLS|25796,857.7259,1434.0408,1312.0074,1796.4093,850.7631,1268.7192,862.2004,811.1762,1159.1022,2298.0132,1732.0872,1643.7178,3282.3202,845.3419,671.1864,1047.9339,1225.442,1679.2079,3447.3239,789.086
PGLYRP1|8993,1.1662,2.0807,0,0.9497,0,0,0,2.7039,0.665,0.6623,0.445,0,0,0,0.4843,0,0,0.6601,0,0
PGLYRP2|114770,1.1662,5.8261,0.9272,1.4246,1.1306,0,9.2593,44.164,1.33,1.9868,3.5603,2.288,7.2096,3.6714,13.5593,0.551,0.4912,12.5413,0,1.0044
PGLYRP3|114771,2.3324,0,8.3449,18.9945,213.1148,0,3.8126,0,71.1554,556.9536,0,0.4576,159.2659,0.4589,0,99.1736,46.6601,0.6601,0,14.7305
PGLYRP4|57115,4.6647,0.4161,0.9272,40.3634,168.4568,0.5236,121.4597,38.7562,31.2552,1188.7417,0,5.0337,772.0793,0.4589,0,66.6667,40.7662,12.5413,1.5627,31.4697
PGM1|5236,748.688,616.7291,1250.8113,1588.419,744.4884,301.6023,967.8649,1136.548,859.8504,3211.2583,1283.4891,460.8084,4757.0048,2868.7471,130.7506,1174.1047,2199.4106,2073.2673,1729.3918,2382.993
PGM2L1|283209,349.8542,96.1298,200.7418,132.9618,204.0701,223.06,189.5425,458.7652,247.3815,793.3775,630.1736,211.8712,146.1576,216.6131,295.8838,83.1956,638.998,261.3861,334.9394,800.1339
